Auswertung,TabZeileNeu,TabZeile,aktJahr,Schuljahr,Stichdatum,GdeNr,GemeindeGde,Gemeinde,VerwaltungskreisNr,Verwaltungskreis,SchuleNr,Schule,TrägerNr,Träger,USpracheNr,Unterrichtssprache,BildungsstufeNr,Bildungsstufe,SchultypNr,Schultyp,Anzahl_Schueler,Anzahl_Frauen,Anzahl_Ausl,Anzahl_Fremdspr,Bezeichungen_fr,GemeindeGde_fr,Gemeinde_fr,Verwaltungskreis_fr,Schule_fr,Traeger_fr,Unterrichtssprache_fr,Bildungsstufe_fr,Schultyp_fr,lat,lng
2,41,2,2012,2012/13,15.09.2012,556,Gemeinde Zielebach,Zielebach,245,Verwaltungskreis Emmental,2516,LernStatt,24,Nicht subventionierte Schule,,-,10000,Total Schule,,-,15,2,1,0,franz. Bezeichnungen:,Commune de Zielebach,Zielebach,Arrondissement administratif Emmental,LernStatt,École non subventionnée,-,Total école,-,47.15667673,7.573701606
1,42,1,2012,2012/13,15.09.2012,556,Gemeinde Zielebach,Zielebach,245,Verwaltungskreis Emmental,2516,LernStatt,24,Nicht subventionierte Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,11,2,1,0,franz. Bezeichnungen:,Commune de Zielebach,Zielebach,Arrondissement administratif Emmental,LernStatt,École non subventionnée,allemand,Degré primaire,Classes régulières degré primaire,47.15667673,7.573701606
1,42,1,2012,2012/13,15.09.2012,556,Gemeinde Zielebach,Zielebach,245,Verwaltungskreis Emmental,2516,LernStatt,24,Nicht subventionierte Schule,180,Deutsch,10003,Sekundarstufe I,20035,Sekundarstufe I ohne Selektion,4,0,0,0,franz. Bezeichnungen:,Commune de Zielebach,Zielebach,Arrondissement administratif Emmental,LernStatt,École non subventionnée,allemand,Degré secondaire I,Degré secondaire I sans sélection,47.15667673,7.573701606
4,31,4,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,10361,Zollikofen,,-,,-,10000,Total Gemeinde,,-,1027,500,311,433,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Total commune de Zollikofen selon degré d'enseignement,-,-,Total de la commune,-,46.9982687,7.4513233
3,32,3,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,10361,Zollikofen,,-,180,Deutsch,10001,Vorschulstufe,,-,214,106,74,105,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Total commune de Zollikofen selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.9982687,7.4513233
3,32,3,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,10361,Zollikofen,,-,180,Deutsch,10002,Primarstufe,,-,586,291,172,236,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Total commune de Zollikofen selon degré d'enseignement,-,allemand,Degré primaire,-,46.9982687,7.4513233
3,32,3,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,10361,Zollikofen,,-,180,Deutsch,10003,Sekundarstufe I,,-,227,103,65,92,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Total commune de Zollikofen selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.9982687,7.4513233
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2748,Kindergarten Allmend 1/2,22,Öffentliche Schule,,-,10000,Total Schule,,-,19,8,11,19,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Kindergarten Allmend 1/2,École publique,-,Total école,-,47.00039936,7.461458429
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2748,Kindergarten Allmend 1/2,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,19,8,11,19,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Kindergarten Allmend 1/2,École publique,allemand,Degré préscolaire,Degré préscolaire,47.00039936,7.461458429
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,1722,Kindergärten Kläyhof,22,Öffentliche Schule,,-,10000,Total Schule,,-,45,25,12,14,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Kindergärten Kläyhof,École publique,-,Total école,-,46.99785968,7.450678509
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,1722,Kindergärten Kläyhof,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,45,25,12,14,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Kindergärten Kläyhof,École publique,allemand,Degré préscolaire,Degré préscolaire,46.99785968,7.450678509
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,1633,Kindergärten Lindenweg,22,Öffentliche Schule,,-,10000,Total Schule,,-,91,43,31,43,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Kindergärten Lindenweg,École publique,-,Total école,-,46.99911925,7.451762745
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,1633,Kindergärten Lindenweg,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,91,43,31,43,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Kindergärten Lindenweg,École publique,allemand,Degré préscolaire,Degré préscolaire,46.99911925,7.451762745
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,1635,Kindergärten Steinibach,22,Öffentliche Schule,,-,10000,Total Schule,,-,43,24,17,26,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Kindergärten Steinibach,École publique,-,Total école,-,46.99833426,7.45230984
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,1635,Kindergärten Steinibach,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,43,24,17,26,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Kindergärten Steinibach,École publique,allemand,Degré préscolaire,Degré préscolaire,46.99833426,7.45230984
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2174,Schulhaus Steinibach,22,Öffentliche Schule,,-,10000,Total Schule,,-,121,60,53,77,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Schulhaus Steinibach,École publique,-,Total école,-,46.98878855,7.454445723
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2174,Schulhaus Steinibach,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,121,60,53,77,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Schulhaus Steinibach,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.98878855,7.454445723
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2176,Wahlacker-Zentral,22,Öffentliche Schule,,-,10000,Total Schule,,-,317,156,101,143,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Wahlacker-Zentral,École publique,-,Total école,-,46.99743005,7.452826639
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2176,Wahlacker-Zentral,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,283,140,81,119,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Wahlacker-Zentral,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.99743005,7.452826639
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2176,Wahlacker-Zentral,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20032,Besondere Klassen Primarstufe,34,16,20,24,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Wahlacker-Zentral,École publique,allemand,Degré primaire,Classes spéciales degré primaire,46.99743005,7.452826639
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,248,Schulhaus Geisshubel,22,Öffentliche Schule,,-,10000,Total Schule,,-,147,71,21,18,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Schulhaus Geisshubel,École publique,-,Total école,-,47.00034258,7.441064253
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,248,Schulhaus Geisshubel,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,16,6,3,3,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Schulhaus Geisshubel,École publique,allemand,Degré préscolaire,Degré préscolaire,47.00034258,7.441064253
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,248,Schulhaus Geisshubel,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,131,65,18,15,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Schulhaus Geisshubel,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.00034258,7.441064253
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,784,Sekundarstufe I Zollikofen,22,Öffentliche Schule,,-,10000,Total Schule,,-,213,95,65,91,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Sekundarstufe I Zollikofen,École publique,-,Total école,-,46.99845978,7.452992424
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,784,Sekundarstufe I Zollikofen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",97,40,50,64,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Sekundarstufe I Zollikofen,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.99845978,7.452992424
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,784,Sekundarstufe I Zollikofen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,116,55,15,27,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Sekundarstufe I Zollikofen,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),46.99845978,7.452992424
2,41,2,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2450,Bernische Schule auf biblischer Basis (BSBB),24,Nicht subventionierte Schule,,-,10000,Total Schule,,-,31,18,0,2,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Bernische Schule auf biblischer Basis (BSBB),École non subventionnée,-,Total école,-,47.0051233,7.466922644
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2450,Bernische Schule auf biblischer Basis (BSBB),24,Nicht subventionierte Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,17,10,0,1,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Bernische Schule auf biblischer Basis (BSBB),École non subventionnée,allemand,Degré primaire,Classes régulières degré primaire,47.0051233,7.466922644
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2450,Bernische Schule auf biblischer Basis (BSBB),24,Nicht subventionierte Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",5,1,0,0,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Bernische Schule auf biblischer Basis (BSBB),École non subventionnée,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.0051233,7.466922644
1,42,1,2012,2012/13,15.09.2012,361,Gemeinde Zollikofen,Zollikofen,246,Verwaltungskreis Bern-Mittelland,2450,Bernische Schule auf biblischer Basis (BSBB),24,Nicht subventionierte Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,9,7,0,1,franz. Bezeichnungen:,Commune de Zollikofen,Zollikofen,Arrondissement administratif Berne-Mittelland,Bernische Schule auf biblischer Basis (BSBB),École non subventionnée,allemand,Degré secondaire I,Classes secondaires (sections m et p),47.0051233,7.466922644
4,31,4,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,10557,Zuzwil (BE),,-,,-,10000,Total Gemeinde,,-,87,39,2,3,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Total commune de Zuzwil (BE) selon degré d'enseignement,-,-,Total de la commune,-,47.05123,7.47155
3,32,3,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,10557,Zuzwil (BE),,-,180,Deutsch,10001,Vorschulstufe,,-,33,13,0,1,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Total commune de Zuzwil (BE) selon degré d'enseignement,-,allemand,Degré préscolaire,-,47.05123,7.47155
3,32,3,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,10557,Zuzwil (BE),,-,180,Deutsch,10002,Primarstufe,,-,33,20,1,1,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Total commune de Zuzwil (BE) selon degré d'enseignement,-,allemand,Degré primaire,-,47.05123,7.47155
3,32,3,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,10557,Zuzwil (BE),,-,180,Deutsch,10003,Sekundarstufe I,,-,21,6,1,1,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Total commune de Zuzwil (BE) selon degré d'enseignement,-,allemand,Degré secondaire I,-,47.05123,7.47155
2,41,2,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,2803,Kindergarten I Zuzwil,22,Öffentliche Schule,,-,10000,Total Schule,,-,17,7,0,0,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Kindergarten I Zuzwil,École publique,-,Total école,-,47.05223708,7.468543591
1,42,1,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,2803,Kindergarten I Zuzwil,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,17,7,0,0,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Kindergarten I Zuzwil,École publique,allemand,Degré préscolaire,Degré préscolaire,47.05223708,7.468543591
2,41,2,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,2804,Kindergarten II Zuzwil,22,Öffentliche Schule,,-,10000,Total Schule,,-,16,6,0,1,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Kindergarten II Zuzwil,École publique,-,Total école,-,47.0529256,7.470047219
1,42,1,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,2804,Kindergarten II Zuzwil,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,16,6,0,1,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Kindergarten II Zuzwil,École publique,allemand,Degré préscolaire,Degré préscolaire,47.0529256,7.470047219
2,41,2,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,437,Schule Zuzwil,22,Öffentliche Schule,,-,10000,Total Schule,,-,54,26,2,2,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Schule Zuzwil,École publique,-,Total école,-,47.05287658,7.470299667
1,42,1,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,437,Schule Zuzwil,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,33,20,1,1,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Schule Zuzwil,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.05287658,7.470299667
1,42,1,2012,2012/13,15.09.2012,557,Gemeinde Zuzwil (BE),Zuzwil (BE),246,Verwaltungskreis Bern-Mittelland,437,Schule Zuzwil,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",21,6,1,1,franz. Bezeichnungen:,Commune de Zuzwil (BE),Zuzwil (BE),Arrondissement administratif Berne-Mittelland,Schule Zuzwil,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.05287658,7.470299667
4,31,4,2012,2012/13,15.09.2012,794,Gemeinde Zweisimmen,Zweisimmen,248,Verwaltungskreis Obersimmental-Saanen,10794,Zweisimmen,,-,,-,10000,Total Gemeinde,,-,314,152,20,21,franz. Bezeichnungen:,Commune de Zweisimmen,Zweisimmen,Arrondissement administratif Haut-Simmental et Gessenay,Total commune de Zweisimmen selon degré d'enseignement,-,-,Total de la commune,-,46.55353,7.37199
3,32,3,2012,2012/13,15.09.2012,794,Gemeinde Zweisimmen,Zweisimmen,248,Verwaltungskreis Obersimmental-Saanen,10794,Zweisimmen,,-,180,Deutsch,10001,Vorschulstufe,,-,47,23,10,11,franz. Bezeichnungen:,Commune de Zweisimmen,Zweisimmen,Arrondissement administratif Haut-Simmental et Gessenay,Total commune de Zweisimmen selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.55353,7.37199
3,32,3,2012,2012/13,15.09.2012,794,Gemeinde Zweisimmen,Zweisimmen,248,Verwaltungskreis Obersimmental-Saanen,10794,Zweisimmen,,-,180,Deutsch,10002,Primarstufe,,-,139,68,5,8,franz. Bezeichnungen:,Commune de Zweisimmen,Zweisimmen,Arrondissement administratif Haut-Simmental et Gessenay,Total commune de Zweisimmen selon degré d'enseignement,-,allemand,Degré primaire,-,46.55353,7.37199
3,32,3,2012,2012/13,15.09.2012,794,Gemeinde Zweisimmen,Zweisimmen,248,Verwaltungskreis Obersimmental-Saanen,10794,Zweisimmen,,-,180,Deutsch,10003,Sekundarstufe I,,-,128,61,5,2,franz. Bezeichnungen:,Commune de Zweisimmen,Zweisimmen,Arrondissement administratif Haut-Simmental et Gessenay,Total commune de Zweisimmen selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.55353,7.37199
2,41,2,2012,2012/13,15.09.2012,794,Gemeinde Zweisimmen,Zweisimmen,248,Verwaltungskreis Obersimmental-Saanen,91,Schulhaus Gwatt Zweisimmen,22,Öffentliche Schule,,-,10000,Total Schule,,-,186,91,15,19,franz. Bezeichnungen:,Commune de Zweisimmen,Zweisimmen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Gwatt Zweisimmen,École publique,-,Total école,-,46.5532567,7.375226626
1,42,1,2012,2012/13,15.09.2012,794,Gemeinde Zweisimmen,Zweisimmen,248,Verwaltungskreis Obersimmental-Saanen,91,Schulhaus Gwatt Zweisimmen,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,47,23,10,11,franz. Bezeichnungen:,Commune de Zweisimmen,Zweisimmen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Gwatt Zweisimmen,École publique,allemand,Degré préscolaire,Degré préscolaire,46.5532567,7.375226626
1,42,1,2012,2012/13,15.09.2012,794,Gemeinde Zweisimmen,Zweisimmen,248,Verwaltungskreis Obersimmental-Saanen,91,Schulhaus Gwatt Zweisimmen,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,139,68,5,8,franz. Bezeichnungen:,Commune de Zweisimmen,Zweisimmen,Arrondissement administratif Haut-Simmental et Gessenay,Schulhaus Gwatt Zweisimmen,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.5532567,7.375226626
