Auswertung,TabZeileNeu,TabZeile,aktJahr,Schuljahr,Stichdatum,GdeNr,GemeindeGde,Gemeinde,VerwaltungskreisNr,Verwaltungskreis,SchuleNr,Schule,TrägerNr,Träger,USpracheNr,Unterrichtssprache,BildungsstufeNr,Bildungsstufe,SchultypNr,Schultyp,Anzahl_Schueler,Anzahl_Frauen,Anzahl_Ausl,Anzahl_Fremdspr,Bezeichungen_fr,GemeindeGde_fr,Gemeinde_fr,Verwaltungskreis_fr,Schule_fr,Traeger_fr,Unterrichtssprache_fr,Bildungsstufe_fr,Schultyp_fr,lat,lng
3,32,3,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,10743,Nidau,,-,180,Deutsch,10002,Primarstufe,,-,301,149,96,190,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Total commune de Nidau selon degré d'enseignement,-,allemand,Degré primaire,-,47.1244116,7.2372887
3,32,3,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,10743,Nidau,,-,180,Deutsch,10003,Sekundarstufe I,,-,396,180,63,121,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Total commune de Nidau selon degré d'enseignement,-,allemand,Degré secondaire I,-,47.1244116,7.2372887
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2725,Kindergarten Aalmatten,22,Öffentliche Schule,,-,10000,Total Schule,,-,19,11,8,14,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Kindergarten Aalmatten,École publique,-,Total école,-,47.12221881,7.246976557
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2725,Kindergarten Aalmatten,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,19,11,8,14,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Kindergarten Aalmatten,École publique,allemand,Degré préscolaire,Degré préscolaire,47.12221881,7.246976557
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,1394,Kindergarten Birkenweg Nidau,22,Öffentliche Schule,,-,10000,Total Schule,,-,19,9,5,12,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Kindergarten Birkenweg Nidau,École publique,-,Total école,-,47.11915024,7.238414649
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,1394,Kindergarten Birkenweg Nidau,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,19,9,5,12,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Kindergarten Birkenweg Nidau,École publique,allemand,Degré préscolaire,Degré préscolaire,47.11915024,7.238414649
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,1393,Kindergarten Strandweg,22,Öffentliche Schule,,-,10000,Total Schule,,-,21,14,1,8,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Kindergarten Strandweg,École publique,-,Total école,-,47.12521508,7.238856919
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,1393,Kindergarten Strandweg,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,21,14,1,8,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Kindergarten Strandweg,École publique,allemand,Degré préscolaire,Degré préscolaire,47.12521508,7.238856919
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2724,Kindergarten Weidteile I & II,22,Öffentliche Schule,,-,10000,Total Schule,,-,39,24,20,29,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Kindergarten Weidteile I & II,École publique,-,Total école,-,47.12526937,7.245484348
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2724,Kindergarten Weidteile I & II,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,39,24,20,29,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Kindergarten Weidteile I & II,École publique,allemand,Degré préscolaire,Degré préscolaire,47.12526937,7.245484348
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2723,Primarschule Balainen,22,Öffentliche Schule,,-,10000,Total Schule,,-,74,38,9,39,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Primarschule Balainen,École publique,-,Total école,-,47.12233645,7.238784782
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2723,Primarschule Balainen,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,74,38,9,39,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Primarschule Balainen,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.12233645,7.238784782
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,714,Primarschule Burgerallee,22,Öffentliche Schule,,-,10000,Total Schule,,-,100,51,20,51,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Primarschule Burgerallee,École publique,-,Total école,-,47.1222739,7.238865561
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,714,Primarschule Burgerallee,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,100,51,20,51,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Primarschule Burgerallee,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.1222739,7.238865561
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,671,Primarschule Weidteile,22,Öffentliche Schule,,-,10000,Total Schule,,-,114,57,60,90,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Primarschule Weidteile,École publique,-,Total école,-,47.12625368,7.246829076
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,671,Primarschule Weidteile,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,114,57,60,90,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Primarschule Weidteile,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.12625368,7.246829076
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2728,Schule Weidteile,22,Öffentliche Schule,,-,10000,Total Schule,,-,9,3,7,8,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Schule Weidteile,École publique,-,Total école,-,47.12462522,7.246693565
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2728,Schule Weidteile,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,1,0,0,1,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Schule Weidteile,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.12462522,7.246693565
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2728,Schule Weidteile,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20032,Besondere Klassen Primarstufe,8,3,7,7,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Schule Weidteile,École publique,allemand,Degré primaire,Classes spéciales degré primaire,47.12462522,7.246693565
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2464,Freie Tagesschule Seeland,24,Nicht subventionierte Schule,,-,10000,Total Schule,,-,5,1,0,3,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Freie Tagesschule Seeland,École non subventionnée,-,Total école,-,47.12767473,7.23605743
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2464,Freie Tagesschule Seeland,24,Nicht subventionierte Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,1,1,0,1,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Freie Tagesschule Seeland,École non subventionnée,allemand,Degré préscolaire,Degré préscolaire,47.12767473,7.23605743
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2464,Freie Tagesschule Seeland,24,Nicht subventionierte Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,4,0,0,2,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Freie Tagesschule Seeland,École non subventionnée,allemand,Degré primaire,Classes régulières degré primaire,47.12767473,7.23605743
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2727,Schule Balainen (IBEM),22,Öffentliche Schule,,-,10000,Total Schule,,-,8,2,5,5,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Schule Balainen (IBEM),École publique,-,Total école,-,47.12340908,7.237728399
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2727,Schule Balainen (IBEM),22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20033,Besondere Klassen Sekundarstufe I,8,2,5,5,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Schule Balainen (IBEM),École publique,allemand,Degré secondaire I,Classes spéciales degré secondaire I,47.12340908,7.237728399
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2726,Sekundarstufe I  Burgerallee,22,Öffentliche Schule,,-,10000,Total Schule,,-,75,33,10,22,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I  Burgerallee,École publique,-,Total école,-,47.12425587,7.237921273
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2726,Sekundarstufe I  Burgerallee,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",30,16,5,11,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I  Burgerallee,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.12425587,7.237921273
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2726,Sekundarstufe I  Burgerallee,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,45,17,5,11,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I  Burgerallee,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),47.12425587,7.237921273
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,672,Sekundarstufe I Balainen,22,Öffentliche Schule,,-,10000,Total Schule,,-,122,55,21,38,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I Balainen,École publique,-,Total école,-,47.12267414,7.238451031
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,672,Sekundarstufe I Balainen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",52,24,17,23,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I Balainen,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.12267414,7.238451031
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,672,Sekundarstufe I Balainen,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,70,31,4,15,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I Balainen,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),47.12267414,7.238451031
2,41,2,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2312,Sekundarstufe I Beunden,22,Öffentliche Schule,,-,10000,Total Schule,,-,191,90,27,56,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I Beunden,École publique,-,Total école,-,47.12140619,7.238522729
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2312,Sekundarstufe I Beunden,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",55,26,16,31,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I Beunden,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.12140619,7.238522729
1,42,1,2012,2012/13,15.09.2012,743,Gemeinde Nidau,Nidau,242,Verwaltungskreis Biel/Bienne,2312,Sekundarstufe I Beunden,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,136,64,11,25,franz. Bezeichnungen:,Commune de Nidau,Nidau,Arrondissement administratif Biel/Bienne,Sekundarstufe I Beunden,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),47.12140619,7.238522729
4,31,4,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,10981,Niederbipp,,-,,-,10000,Total Gemeinde,,-,451,214,112,149,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Total commune de Niederbipp selon degré d'enseignement,-,-,Total de la commune,-,47.2719,7.69103
3,32,3,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,10981,Niederbipp,,-,180,Deutsch,10001,Vorschulstufe,,-,80,39,23,32,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Total commune de Niederbipp selon degré d'enseignement,-,allemand,Degré préscolaire,-,47.2719,7.69103
3,32,3,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,10981,Niederbipp,,-,180,Deutsch,10002,Primarstufe,,-,245,124,56,77,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Total commune de Niederbipp selon degré d'enseignement,-,allemand,Degré primaire,-,47.2719,7.69103
3,32,3,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,10981,Niederbipp,,-,180,Deutsch,10003,Sekundarstufe I,,-,126,51,33,40,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Total commune de Niederbipp selon degré d'enseignement,-,allemand,Degré secondaire I,-,47.2719,7.69103
2,41,2,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2566,Kindergarten Gehrengasse,22,Öffentliche Schule,,-,10000,Total Schule,,-,40,23,11,16,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Kindergarten Gehrengasse,École publique,-,Total école,-,47.26970786,7.697282222
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2566,Kindergarten Gehrengasse,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,40,23,11,16,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Kindergarten Gehrengasse,École publique,allemand,Degré préscolaire,Degré préscolaire,47.26970786,7.697282222
2,41,2,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2567,Kindergarten Pavillon Niederbipp,22,Öffentliche Schule,,-,10000,Total Schule,,-,19,9,8,9,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Kindergarten Pavillon Niederbipp,École publique,-,Total école,-,47.2719,7.69103
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2567,Kindergarten Pavillon Niederbipp,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,19,9,8,9,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Kindergarten Pavillon Niederbipp,École publique,allemand,Degré préscolaire,Degré préscolaire,47.2719,7.69103
2,41,2,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2826,Schulhaus Doktorgässli,22,Öffentliche Schule,,-,10000,Total Schule,,-,7,2,4,4,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Doktorgässli,École publique,-,Total école,-,47.2719,7.69103
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2826,Schulhaus Doktorgässli,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20032,Besondere Klassen Primarstufe,7,2,4,4,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Doktorgässli,École publique,allemand,Degré primaire,Classes spéciales degré primaire,47.2719,7.69103
2,41,2,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2568,Schulhaus Wydenstrasse,22,Öffentliche Schule,,-,10000,Total Schule,,-,150,71,36,50,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Wydenstrasse,École publique,-,Total école,-,47.27081655,7.69136887
2,41,2,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2828,Schulhaus Wydenstrasse,22,Öffentliche Schule,,-,10000,Total Schule,,-,10,3,3,5,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Wydenstrasse,École publique,-,Total école,-,47.27068408,7.692839157
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2568,Schulhaus Wydenstrasse,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,150,71,36,50,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Wydenstrasse,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.27081655,7.69136887
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2828,Schulhaus Wydenstrasse,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20032,Besondere Klassen Primarstufe,10,3,3,5,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Wydenstrasse,École publique,allemand,Degré primaire,Classes spéciales degré primaire,47.27068408,7.692839157
2,41,2,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2564,Schulhaus Doktorsträssli,22,Öffentliche Schule,,-,10000,Total Schule,,-,99,55,17,25,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Doktorsträssli,École publique,-,Total école,-,47.2719,7.69103
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2564,Schulhaus Doktorsträssli,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,21,7,4,7,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Doktorsträssli,École publique,allemand,Degré préscolaire,Degré préscolaire,47.2719,7.69103
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2564,Schulhaus Doktorsträssli,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,78,48,13,18,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Doktorsträssli,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.2719,7.69103
2,41,2,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2565,Schulhaus Gehrengasse,22,Öffentliche Schule,,-,10000,Total Schule,,-,112,46,28,35,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Gehrengasse,École publique,-,Total école,-,47.27102183,7.698122633
2,41,2,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2827,Schulhaus Gehrengasse,22,Öffentliche Schule,,-,10000,Total Schule,,-,14,5,5,5,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Gehrengasse,École publique,-,Total école,-,47.27091194,7.696817977
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2565,Schulhaus Gehrengasse,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",57,21,15,23,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Gehrengasse,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.27102183,7.698122633
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2565,Schulhaus Gehrengasse,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,55,25,13,12,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Gehrengasse,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),47.27102183,7.698122633
1,42,1,2012,2012/13,15.09.2012,981,Gemeinde Niederbipp,Niederbipp,244,Verwaltungskreis Oberaargau,2827,Schulhaus Gehrengasse,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20033,Besondere Klassen Sekundarstufe I,14,5,5,5,franz. Bezeichnungen:,Commune de Niederbipp,Niederbipp,Arrondissement administratif Haute-Argovie,Schulhaus Gehrengasse,École publique,allemand,Degré secondaire I,Classes spéciales degré secondaire I,47.27091194,7.696817977
4,31,4,2012,2012/13,15.09.2012,617,Gemeinde Niederhünigen,Niederhünigen,246,Verwaltungskreis Bern-Mittelland,10617,Niederhünigen,,-,,-,10000,Total Gemeinde,,-,67,23,0,2,franz. Bezeichnungen:,Commune de Niederhünigen,Niederhünigen,Arrondissement administratif Berne-Mittelland,Total commune de Niederhünigen selon degré d'enseignement,-,-,Total de la commune,-,46.87784,7.63644
3,32,3,2012,2012/13,15.09.2012,617,Gemeinde Niederhünigen,Niederhünigen,246,Verwaltungskreis Bern-Mittelland,10617,Niederhünigen,,-,180,Deutsch,10001,Vorschulstufe,,-,8,3,0,0,franz. Bezeichnungen:,Commune de Niederhünigen,Niederhünigen,Arrondissement administratif Berne-Mittelland,Total commune de Niederhünigen selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.87784,7.63644
3,32,3,2012,2012/13,15.09.2012,617,Gemeinde Niederhünigen,Niederhünigen,246,Verwaltungskreis Bern-Mittelland,10617,Niederhünigen,,-,180,Deutsch,10002,Primarstufe,,-,49,18,0,1,franz. Bezeichnungen:,Commune de Niederhünigen,Niederhünigen,Arrondissement administratif Berne-Mittelland,Total commune de Niederhünigen selon degré d'enseignement,-,allemand,Degré primaire,-,46.87784,7.63644
3,32,3,2012,2012/13,15.09.2012,617,Gemeinde Niederhünigen,Niederhünigen,246,Verwaltungskreis Bern-Mittelland,10617,Niederhünigen,,-,180,Deutsch,10003,Sekundarstufe I,,-,10,2,0,1,franz. Bezeichnungen:,Commune de Niederhünigen,Niederhünigen,Arrondissement administratif Berne-Mittelland,Total commune de Niederhünigen selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.87784,7.63644
2,41,2,2012,2012/13,15.09.2012,617,Gemeinde Niederhünigen,Niederhünigen,246,Verwaltungskreis Bern-Mittelland,351,"Kindergarten, Primar und Realschule Niederhünigen",22,Öffentliche Schule,,-,10000,Total Schule,,-,67,23,0,2,franz. Bezeichnungen:,Commune de Niederhünigen,Niederhünigen,Arrondissement administratif Berne-Mittelland,"Kindergarten, Primar und Realschule Niederhünigen",École publique,-,Total école,-,46.87784,7.63644
1,42,1,2012,2012/13,15.09.2012,617,Gemeinde Niederhünigen,Niederhünigen,246,Verwaltungskreis Bern-Mittelland,351,"Kindergarten, Primar und Realschule Niederhünigen",22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,8,3,0,0,franz. Bezeichnungen:,Commune de Niederhünigen,Niederhünigen,Arrondissement administratif Berne-Mittelland,"Kindergarten, Primar und Realschule Niederhünigen",École publique,allemand,Degré préscolaire,Degré préscolaire,46.87784,7.63644
1,42,1,2012,2012/13,15.09.2012,617,Gemeinde Niederhünigen,Niederhünigen,246,Verwaltungskreis Bern-Mittelland,351,"Kindergarten, Primar und Realschule Niederhünigen",22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,49,18,0,1,franz. Bezeichnungen:,Commune de Niederhünigen,Niederhünigen,Arrondissement administratif Berne-Mittelland,"Kindergarten, Primar und Realschule Niederhünigen",École publique,allemand,Degré primaire,Classes régulières degré primaire,46.87784,7.63644
